Index,Generation,Impregnation Vial Number Barcode,Support,Total Metal Loading [wt%],Fe Loading [wt%],In Loading [wt%],Ce Loading [wt%],Co Loading [wt%],Cu Loading [wt%],Zn Loading [wt%],K Loading [wt%],Cost [$/kg],Merit,CO2 Conversion (%),MeOH Selectivity (%),CH4 Selectivity(%),CO Selectivity(%),C2-C4 Selectivity(%),CO Formation Rate [mol/(h*gMetal)],CH4 Formation Rate [mol/(h*gMetal)],MeOH Formation Rate [mol/(h*gMetal)],CO2 Conversion Rate [mol/(h*gMetal)]
119,5,1000001601,ZrO2,2.590535411,0,0,0.754962392,0,1.690181097,0.145391922,0,97.43,0.896829479,8.317605974,30.74133541,0.159665322,69.09899926,0,0.216790198,0.00050076,0.096533354,0.313824312
120,5,1000001595,ZrO2,3.001387819,0,0,0.180419363,0,1.630237597,1.190730859,0,88.95,0.948105301,9.852408439,32.88446059,0.106002063,67.00953735,0,0.215166906,0.000339295,0.105554366,0.321060567
121,2.2,1000001861,ZrO2,4.399678453,0,3.790562348,0.184558532,0.424557573,0,0,0,,,2.975386055,73.92306886,1.243995825,22.85002083,0,0.01499004,0.000750335,0.044453452,0.060193827
122,2.2,1000001849,ZrO2,4.137517645,0,3.702480322,0.381640561,0.053396763,0,0,0,,,3.716178073,69.6934178,0.962261614,28.18284968,0,0.023260602,0.000764453,0.055184095,0.079209151
123,2.2,1000001847,ZrO2,3.915749647,0.031155462,3.859815572,0,0,0.024778613,0,0,,,3.990303313,65.59092931,2.538937439,30.3145355,0,0.028841066,0.002274093,0.058801348,0.089916507
124,2.2,1000001868,ZrO2,4.822220283,0,3.967982842,0.048476386,0,0.372741651,0,0.433019404,,,2.099922257,53.58685917,2.19924411,42.13347945,0,0.017115162,0.000849443,0.020663944,0.03862855
125,2.2,1000001881,ZrO2,5.348982176,0,4.218988827,0.085610995,0,0.088303165,0,0.956079188,,,0.317348642,0,5.128691777,79.62814918,0,0.005101976,0.000273519,0,0.005375494
126,2.2,1000001871,ZrO2,4.487136996,0.460582128,3.520967079,0,0.505587789,0,0,0,,,2.572648009,76.26279652,0.879188992,20.94596079,0,0.011651663,0.000445338,0.038745454,0.050842455
127,2.2,1000001860,ZrO2,4.30086062,0.136004217,3.764662177,0,0,0.400194226,0,0,,,3.860937335,72.83421066,0.663988296,25.6978497,0,0.020969408,0.000526082,0.057699487,0.079194977
128,2.2,1000001848,ZrO2,4.218277091,0,3.783644709,0,0.4019396,0,0.032692783,0,,,2.838982636,73.62475694,1.267290494,23.09183524,0,0.015074277,0.000756528,0.043935603,0.059766408
129,2.2,1000001857,ZrO2,4.340968582,0,4.019085507,0,0.080516207,0.063249752,0,0.178117117,,,3.601856651,71.05560939,0.628129064,26.9227027,0,0.020790632,0.000461742,0.051909108,0.073161482
130,2.2,1000001867,ZrO2,4.72026885,0,4.025224257,0.042713253,0,0,0.035079395,0.617251945,,,0.6134467,22.38808948,1.150890217,70.60803601,0,0.008784819,0.000133669,0.002602787,0.011521274
131,2.2,1000001880,ZrO2,4.159305339,0.48424269,3.576170585,0,0,0,0.098892064,0,,,2.782844013,75.36462204,0.642256104,22.60816222,0,0.014290487,0.000381692,0.044732907,0.059405086
132,2.2,1000001859,ZrO2,4.411225627,0,3.476276081,0.276779936,0.622028399,0,0,0.036141212,,,2.903041427,75.62666095,1.51839518,22.18884149,0,0.013372914,0.000888031,0.044158557,0.058419502
133,2.2,1000001850,ZrO2,4.292088296,0.186936693,3.929852992,0.028004135,0,0,0,0.147294476,,,3.01388259,73.25009904,1.460642345,22.31884052,0,0.017716891,0.001018493,0.051832711,0.070568095
134,2.2,1000001870,ZrO2,4.376844245,0,3.04409898,0,0.160836061,1.171909204,0,0,,,3.490779212,66.84852228,1.509691581,30.77815132,0,0.022349584,0.00105778,0.046846144,0.070253508
135,2.2,1000001856,ZrO2,5.231039712,0,3.962328187,0,0.105575311,0,0.159266864,1.00386935,,,0.362193943,2.166610317,2.896092112,77.12675854,0,0.005834575,0.000176416,0.000151731,0.006162722
136,2.2,1000001855,ZrO2,3.995058637,0,3.615039078,0.125085956,0,0,0.254933603,0,,,1.336778333,26.0093268,1.843527624,72.14714558,0,0.02735487,0.000700973,0.009878453,0.037934296
137,2.2,1000001844,ZrO2,4.462053738,0,3.543325931,0,0.713330814,0,0.205396992,0,,,1.103550472,28.67760961,1.719917357,69.60247304,0,0.019248781,0.000477078,0.007925766,0.027651625
138,2.2,1000001858,ZrO2,4.091637276,0,3.745908657,0.083294954,0,0,0.262433665,0,,,1.60295256,26.28864098,1.46252612,72.2488329,0,0.031619401,0.000640966,0.011498494,0.043758861
139,2.2,1000001851,ZrO2,4.169196869,0,3.31499681,0.247028381,0.607171678,0,0,0,,,1.222801015,26.59021778,2.332950311,71.07683191,0,0.023358891,0.000767651,0.008746878,0.03287342
140,2.2,1000001869,ZrO2,4.401955362,0,3.393692345,0,0,0.527108499,0.280809696,0.200344822,,,3.357054883,45.92173557,0.587534087,53.49073034,0,0.0337958,0.000375418,0.028972158,0.063143375
141,2.2,1000001846,ZrO2,4.400123226,0.078079619,4.134579721,0,0,0,0.187463887,0,,,3.385567686,59.64910992,0.788138156,39.56275192,0,0.024603,0.000491737,0.03707998,0.062174716
142,2.2,1000001854,ZrO2,4.375235409,0,3.519777031,0,0,0.772261,0.083197378,0,,,4.957570216,51.69371405,0.633282406,47.6634369,0.009566645,0.043902515,0.00058578,0.047656661,0.092144956
143,2.2,1000001843,ZrO2,4.282863282,0.213324783,3.96369449,0,0,0,0.10584401,0,,,3.871954469,54.53788965,0.919067342,44.52744503,0.015597985,0.03282503,0.000679349,0.040191032,0.073695411
